Centroid Latitude,Centroid Longitude,Name,Country Name,Closest Location Latitude,Closest Location Longitude,Number of Bombing At Location
48.2629,15.40396,Gerolding,Austria,48.25,15.41667,44
48.3561,16.66076,Wien (Vienna),Austria,48.2064,16.3707,1047
46.09156,14.36098,Ljubljana,Slovenia,46.0511,14.5051,19
51.61591,12.2402,Ramsin,Germany,51.61095,12.23812,292
49.94014,1.67423,Bouttencourt,France,49.93725,1.63431,199
44.78338,22.63645,Godeanu,Romania,44.80111,22.60861,20
49.98058,7.03768,Kinderbeuern,Germany,50.00935,7.02355,147
50.7762,4.19971,Bruxelles-Brussel,Belgium,50.8467,4.3499,75
43.54933,11.38782,Castelnuovo dei Sabbioni,Italy,43.54093,11.45234,330
46.21538,12.14959,Belluno,Italy,46.14262,12.2156,38
52.24344,10.74686,Destedt,Germany,52.23801,10.71063,755
47.09881,2.04222,Reuilly,France,47.08476,2.04305,15
45.67419,26.94514,Poiana Cristei,Romania,45.65,26.98333,12
51.19377,9.27513,Niedenstein,Germany,51.23342,9.31029,363
49.08738,-0.58618,Villers-Bocage,France,49.0796,-0.65412,404
47.07887,0.16242,Loudun,France,47.00788,0.08296,16
39.21735,8.87947,Capoterra,Italy,39.1752,8.97199,62
37.67373,13.7957,Vallelunga Pratameno,Italy,37.68205,13.83156,106
46.03692,16.61689,Krizevci,Croatia,46.02194,16.5425,23
42.25263,13.23909,Corvaro,Italy,42.20538,13.26496,124
48.79071,8.93438,Rutesheim,Germany,48.80808,8.94536,249
53.84867,9.41561,Wewelsfleth,Germany,53.85,9.4,110
42.70324,22.98379,Sofia,Bulgaria,42.6975,23.3242,76
52.45146,7.65462,Fuerstenau,Germany,52.51667,7.6767,220
51.28763,5.66258,Maarheeze,Netherlands,51.31167,5.61667,108
40.45293,20.16199,Ballaban,Albania,40.41667,20.13444,28
45.49994,18.79264,Tenja,Croatia,45.49806,18.74722,17
43.53584,5.3154,Ventabren,France,43.53847,5.29541,20
47.6046,18.02536,Babolna,Hungary,47.64361,17.97798,55
43.92987,19.54167,Bajina Basta,Serbia,43.97083,19.5675,24
49.64757,2.69055,Roye,France,49.70038,2.78959,21
47.33542,16.74022,Buk,Hungary,47.38486,16.75065,66
51.78119,13.95146,Kalawa,Germany,51.74402,13.95329,177
47.11636,11.67576,Tux,Austria,47.15559,11.72872,227
45.85949,9.12954,Torno,Italy,45.85593,9.11707,167
47.80235,-3.28706,Hennebont,France,47.80479,-3.27812,287
35.41897,23.80398,Gerani,Greece,35.51721,23.87818,63
47.93169,14.23104,Leonstein,Austria,47.89666,14.23124,456
49.13389,12.1184,Regenstauf,Germany,49.12014,12.13027,20
46.27977,-1.0711,Charron,France,46.2951,-1.10664,92
50.48379,13.72653,Becov,Czech Republic,50.44972,13.71784,198
40.15248,18.20524,Sogliano Cavour,Italy,40.14827,18.19741,23
45.05726,12.05577,Adria,Italy,45.05445,12.05599,215
49.00545,9.61016,Murrhardt,Germany,48.98191,9.57047,104
43.77644,21.11941,Rekovac,Serbia,43.863,21.09345,23
50.68515,1.91259,Desvres,France,50.66884,1.83478,606
46.20202,10.10006,Bianzone,Italy,46.18665,10.10934,58
53.16276,6.36423,Leek,Netherlands,53.1625,6.37639,139
48.04433,5.22865,Biesles,France,48.08597,5.29409,37
46.43019,19.51345,Kiskunhalas,Hungary,46.43402,19.48479,12
45.13599,27.56586,Bordei Verde,Romania,45.08333,27.56667,12
50.48782,18.21893,Lesnica,Poland,50.43083,18.18684,386
51.50153,8.41266,Ruethen,Germany,51.4909,8.43596,322
50.54193,12.01574,Mehltheuer,Germany,50.5453,12.037,157
49.27554,6.30092,Metzervisse,France,49.31476,6.28277,41
45.31502,6.64263,Val Thorens,France,45.29777,6.58377,30
43.71476,16.07796,Primorski Dolac,Croatia,43.64113,16.16467,38
46.10012,13.0553,San Vito di Fagagna,Italy,46.09103,13.06569,301
47.09157,-1.47509,Le Bignon,France,47.09854,-1.49103,468
49.72911,15.71577,Chotebor,Czech Republic,49.72072,15.67018,31
48.55301,10.60717,Binswangen,Germany,48.55798,10.64249,419
49.22752,16.89942,Rousinov,Czech Republic,49.20128,16.88215,54
55.26307,8.74199,Ribe,Denmark,55.33051,8.76966,128
48.16785,-0.62683,Martigne-sur-Mayenne,France,48.2,-0.66667,116
44.71626,8.34953,Rocchetta Palafea,Italy,44.70744,8.34534,315
49.67272,23.46036,Rudky,Ukraine,49.65306,23.48702,19
50.94109,7.82386,Friesenhagen,Germany,50.90377,7.80961,53
50.18999,7.85935,Nastaetten,Germany,50.19883,7.85892,768
53.10205,7.03192,Oude Pekela,Netherlands,53.10417,7.00972,553
50.76873,5.92369,Mechelen,Netherlands,50.79583,5.92639,261
48.1921,1.68357,Orgeres-en-Beauce,France,48.14636,1.6838,37
38.02155,15.08859,Tripi,Italy,38.04673,15.0967,433
45.03229,26.11571,Plopu,Romania,45.01667,26.15,410
45.44595,21.0639,Livezile,Romania,45.39026,21.05794,12
51.18842,13.20386,Stauchitz,Germany,51.2435,13.21437,226
44.08299,4.20911,Mons,France,44.11563,4.17185,15
46.82196,14.39793,Moelbling,Austria,46.85,14.43333,384
49.44344,-1.48796,Valognes,France,49.50881,-1.47047,502
50.85899,10.29969,Schweina,Germany,50.82502,10.33788,124
40.57163,19.64064,Cakran,Albania,40.60333,19.62611,47
51.05462,13.78771,Blasewitz,Germany,51.05305,13.79831,171
48.16219,2.8909,Egreville,France,48.17606,2.87278,22
47.47411,18.77595,Budapest,Hungary,47.4980,19.0399,300
54.17933,10.20257,Stolpe,Germany,54.13333,10.21667,943
53.69101,13.70936,Ducherow,Germany,53.76436,13.78216,373
40.50149,22.56138,Aiginio,Greece,40.50139,22.54,47
51.92367,11.61696,Atzendorf,Germany,51.91954,11.59906,481
48.52559,11.32373,Gerolsbach,Germany,48.49283,11.36149,32
52.65305,4.86571,Amsterdam,Netherlands,52.3740,4.8897,562
47.80532,10.5889,Ruderatshofen,Germany,47.81667,10.58333,216
43.44192,13.17237,San Paolo di Jesi,Italy,43.45456,13.17277,149
46.6748,16.20725,Moravske Toplice,Slovenia,46.68313,16.2208,20
50.53412,9.7489,Kunzell,Germany,50.5442,9.71792,252
49.51012,0.40672,La Cerlangue,France,49.50592,0.41332,38
50.31396,3.81432,Bavay,France,50.29828,3.79372,60
44.37647,9.83351,Pontremoli,Italy,44.37515,9.87888,474
37.89083,12.80774,Vita,Italy,37.86886,12.82755,816
47.8345,8.00975,Bernau,Germany,47.80018,8.0383,39
44.58985,6.64854,Guillestre,France,44.6595,6.64948,464
48.68808,14.30014,Vyssi Brod,Czech Republic,48.61598,14.31183,119
52.88646,8.9354,Suestedt,Germany,52.86165,8.92213,1344
51.61152,9.9744,Noerten-Hardenberg,Germany,51.62878,9.93593,43
50.95517,4.7955,Bruxelles-Brussel,Belgium,50.8467,4.3499,68
48.06522,18.55569,Zeliezovce,Slovakia,48.05075,18.65421,22
49.09419,12.7442,Rattenberg,Germany,49.08612,12.74912,121
49.85599,10.16906,Nordheim,Germany,49.8587,10.18545,123
42.93509,10.7392,Follonica,Italy,42.92779,10.76451,229
52.52729,13.39938,Berlin,Germany,52.5244,13.4105,2098
43.16226,20.63404,Novi Pazar,Serbia,43.13667,20.51222,33
53.78939,14.99663,Golczewo,Poland,53.82426,14.97847,77
51.92556,15.4555,Ochla,Poland,51.87903,15.47132,47
52.70615,20.25928,Baboszewo,Poland,52.6807,20.25527,12
40.41188,15.42046,Corleto Monforte,Italy,40.43756,15.38013,383
46.70061,16.91012,Pacsa,Hungary,46.71981,17.01401,30
51.18361,6.39338,Moenchengladbach,Germany,51.18539,6.44172,1284
42.77221,13.55949,Valle Castellana,Italy,42.73614,13.49709,60
45.52979,8.26858,Castelletto Cervo,Italy,45.52136,8.22542,186
52.5492,12.47483,Nennhausen,Germany,52.6,12.5,93
47.9796,8.99582,Leibertingen,Germany,48.04263,9.01308,73
54.29268,13.28996,Poseritz,Germany,54.29811,13.27492,11
46.20317,20.36758,Maroslele,Hungary,46.26667,20.35,13
50.68186,8.48857,Bischoffen,Germany,50.7,8.45,342
54.49903,8.95884,Schobuell,Germany,54.5092,9.00621,134
52.2455,8.46573,Rodinghausen,Germany,52.25,8.48333,525
46.7642,13.71992,Feld am See,Austria,46.77639,13.74778,65
41.89937,12.6129,Roma (Rome),Italy,41.8947,12.4811,769
50.86349,3.81713,Godveerdegem,Belgium,50.85932,3.82092,37
41.46824,13.78284,Pignataro Interamna,Italy,41.43922,13.78621,1047
43.89377,12.35995,San Marino,San Marino,43.9333,12.4500,125
48.55723,-3.29731,Louargat,France,48.56613,-3.33864,36
50.21129,15.25534,Mestec Kralove,Czech Republic,50.20718,15.29758,27
47.88631,12.39664,Gstadt am Chiemsee,Germany,47.88453,12.41813,27
46.45004,11.20617,Ruffre,Italy,46.41481,11.17777,345
53.24254,12.15423,Pritzwalk,Germany,53.14945,12.17405,32
39.82096,20.00484,Ksamil,Albania,39.76889,19.99972,11
49.21468,8.14044,Bornheim,Germany,49.2225,8.16333,293
52.37499,6.78611,Tubbergen,Netherlands,52.4075,6.78472,100
53.50658,10.14004,Billwerder,Germany,53.49846,10.13866,1154
47.51714,6.55051,Arcey,France,47.52258,6.66222,19
44.58992,20.62215,Beograd (Belgrade),Serbia,44.8176,20.4633,64
50.98855,2.91394,Klerken,Belgium,50.99643,2.90771,759
47.41623,1.05743,Charge,France,47.4327,1.03037,32
52.02928,5.04715,IJsselstein,Netherlands,52.02,5.04306,81
44.4271,23.62069,Cotofenii din Dos,Romania,44.43333,23.61667,18
50.99273,12.52799,Nobitz,Germany,50.97621,12.48605,53
43.82644,10.57148,Capannori,Italy,43.84171,10.57271,272
43.13297,0.80813,Saint-Gaudens,France,43.10813,0.72318,39
45.88862,25.88455,Ghidfalau,Romania,45.9,25.85,43
53.99772,12.46747,Tessin,Germany,54.02764,12.46519,142
63.47072,10.91652,Stjordal,Norway,63.46803,10.91776,20
49.56505,3.46741,Crepy,France,49.6,3.51667,33
52.55892,14.23731,Neuhardenberg,Germany,52.59601,14.23768,37
50.0291,6.26237,Arzfeld,Germany,50.08957,6.27069,48
45.72942,12.45229,Ponte di Piave,Italy,45.71904,12.46186,377
48.17136,14.73713,Wallsee,Austria,48.16667,14.71667,17
48.54477,3.53078,Villenauxe-la-Grande,France,48.58333,3.55,12
49.22524,6.95793,Spicheren,France,49.19252,6.96611,157
50.85347,5.32848,Wellen,Belgium,50.84096,5.33867,59
47.70056,9.62268,Tettnang,Germany,47.66857,9.59132,164
50.61315,6.70527,Mechernich,Germany,50.59304,6.65224,312
45.66269,13.97569,Divaca,Slovenia,45.68472,13.97028,12
45.42583,19.5419,Despotovo,Serbia,45.45983,19.52653,48
49.00569,0.82136,Beaumont-le-Roger,France,49.07839,0.78081,157
45.19383,14.54351,Omisalj,Croatia,45.21134,14.55495,62
50.24067,3.0568,Ecourt-Saint-Quentin,France,50.25226,3.07331,75
46.82314,12.64397,Assling,Austria,46.78663,12.63951,56
47.95904,-1.34427,Retiers,France,47.91392,-1.37935,101
53.44598,7.6658,Wiesmoor,Germany,53.41667,7.73333,884
43.35602,6.17553,Besse-sur-Issole,France,43.34892,6.17656,47
46.12841,-0.29904,Brioux-sur-Boutonne,France,46.14206,-0.22259,91
52.3488,9.95281,Lehrte,Germany,52.37193,9.97919,708
44.37953,11.89272,Barbiano,Italy,44.3895,11.8865,250
48.80204,-1.20735,Villedieu-les-Poeles,France,48.83333,-1.21667,603
48.09117,2.27229,Dadonville,France,48.15776,2.2715,33
51.24104,3.59963,Kaprijke,Belgium,51.2172,3.61519,565
47.07567,10.7076,Kauns,Austria,47.07822,10.69219,72
38.33292,16.03566,Molochio,Italy,38.30789,16.03141,626
49.59011,9.21907,Kirchzell,Germany,49.618,9.17785,30
44.03922,7.76354,Briga Alta,Italy,44.08273,7.74944,42
50.2575,12.56597,Olovi,Czech Republic,50.25113,12.55877,37
51.41095,4.94884,Baarle-Nassau,Netherlands,51.4475,4.92917,64
47.84842,11.2855,Seeshaupt,Germany,47.82468,11.30219,1128
45.36763,17.86587,Kutjevo,Croatia,45.42611,17.8825,45
37.16052,14.79658,Vizzini,Italy,37.16188,14.75712,578
53.38297,14.34391,Kolbaskowo,Poland,53.33641,14.43835,164
49.14373,10.20717,Schnelldorf,Germany,49.2,10.18333,48
59.26716,9.93331,Siljan,Norway,59.28843,9.71,20
48.19677,4.21316,Verrieres,France,48.23334,4.14893,12
49.35125,13.32856,Klatovy,Czech Republic,49.39552,13.29505,180
39.51126,22.54485,Chalki,Greece,39.56853,22.54017,11
49.4519,2.05574,Troissereux,France,49.47998,2.04485,41
48.00892,17.43381,Bratislava,Slovakia,48.1482,17.1067,145
48.90061,-0.02278,Trun,France,48.84268,0.03268,334
48.35412,1.09268,Thiron Gardais,France,48.31667,0.98333,24
39.99254,25.18963,Myrina,Greece,39.87483,25.06359,114
41.99725,14.30215,Pennadomo,Italy,42.00394,14.32338,207
47.24267,-0.61274,Saint-Lambert-du-Lattay,France,47.30227,-0.63309,37
49.53229,7.55241,Reichenbach-Steegen,Germany,49.5,7.55,96
36.23419,28.01671,Archangelos,Greece,36.21492,28.11487,31
37.6667,23.00979,Ligourion,Greece,37.61233,23.03773,14
50.42594,4.45442,Lodelinsart,Belgium,50.43138,4.44886,12
52.78043,11.60609,Flessau,Germany,52.75996,11.67093,18
46.21876,15.61486,Rogaska Slatina,Slovenia,46.2375,15.63972,111
47.58056,16.1085,Thomasberg,Austria,47.56667,16.13333,64
44.36703,11.11824,Savigno,Italy,44.39186,11.07481,1128
47.84584,13.67047,Neukirchen,Austria,47.87502,13.71111,22
41.37765,19.75111,Tiranë (Tirana),Albania,41.3275,19.8189,33
51.55496,7.7056,Unna,Germany,51.53795,7.68969,697
51.83799,5.58902,Horssen,Netherlands,51.85583,5.60972,86
39.81194,16.19145,Castrovillari,Italy,39.81632,16.20183,100
42.63661,19.29386,Podgorica,Montenegro,42.4411,19.2636,41
48.43747,8.25183,Bad Peterstal-Griesbach,Germany,48.43333,8.21667,212
47.71871,7.30714,Didenheim,France,47.71866,7.30157,56
51.41215,10.87633,Heringen,Germany,51.44705,10.87612,29
48.46802,12.61421,Gangkofen,Germany,48.43701,12.56419,125
40.9837,20.17561,Gjinar,Albania,41.0225,20.18889,45
43.25648,21.52613,Prokuplje,Serbia,43.23417,21.58806,55
50.33937,9.06976,Ortenberg,Germany,50.35584,9.05602,448
46.0573,21.30218,Sagu,Romania,46.05,21.28333,133
47.41955,-2.1104,Pontchateau,France,47.43868,-2.09422,112
50.68864,7.39134,Asbach,Germany,50.66667,7.41667,401
53.43552,8.63967,Loxstedt,Germany,53.46667,8.65,449
48.85258,1.65269,Tacoignieres,France,48.83619,1.67501,49
44.73789,9.18406,Garadassi,Italy,44.75429,9.15393,521
51.79559,6.20831,Emmerich,Germany,51.83933,6.24792,174
44.29722,16.30722,Drvar,Bosnia and Herzegovina,44.37389,16.38083,12
42.82069,11.84627,San Casciano dei Bagni,Italy,42.87008,11.87656,385
46.91764,15.75416,Baumgarten bei Gnas,Austria,46.91667,15.76667,62
46.86104,18.20399,Adand,Hungary,46.85931,18.16442,39
43.62312,1.57586,Mons,France,43.6124,1.57207,12
45.06681,7.57203,Grugliasco,Italy,45.06516,7.57954,226
40.75533,17.04692,Noci,Italy,40.79356,17.12681,272
45.79716,16.06557,Zagreb,Croatia,45.8144,15.9780,11
49.14727,3.98642,Rilly-la-Montagne,France,49.16553,4.04568,47
44.74214,-0.17811,Rauzan,France,44.77813,-0.12506,72
53.91213,10.83863,Selmsdorf,Germany,53.88224,10.85997,129
50.81311,17.71403,Popielow,Poland,50.82632,17.74378,18
43.63195,16.74476,Trilj,Croatia,43.61833,16.72417,46
45.70525,11.66306,Schiavon,Italy,45.69654,11.64573,376
51.20216,4.29847,Melsele,Belgium,51.22285,4.28201,136
54.3941,18.30016,Przodkowo,Poland,54.37991,18.2876,53
46.02965,13.62953,Deskle,Slovenia,46.05307,13.61382,64
44.44467,25.99592,Bucuresti (Bucharest),Romania,44.4328,26.1043,114
45.73522,10.86997,Ferrara di Monte Baldo,Italy,45.67408,10.85911,566
45.12941,16.36939,Dvor,Croatia,45.07032,16.37753,18
50.20033,10.87307,Sesslach,Germany,50.18969,10.84197,73
50.31932,5.65878,Manhay,Belgium,50.29219,5.67562,33
47.89053,0.14606,Guecelard,France,47.87626,0.12928,25
48.35134,-1.94984,Evran,France,48.38211,-1.98133,236
53.09481,5.70136,Mantgum,Netherlands,53.12865,5.71924,94
44.30444,-0.95693,Ychoux,France,44.32772,-0.95796,60
42.08496,8.80876,Sarrola,France,42.02828,8.84241,11
53.05171,9.62385,Hemslingen,Germany,53.08333,9.6,21
48.16437,20.90193,Szikszo,Hungary,48.2,20.93333,31
51.63668,7.02155,Dorsten,Germany,51.66166,6.96514,2809
49.97454,14.51182,Praha (Prague),Czechia,50.0880,14.4208,77
50.34709,2.41105,Saint-Pol-sur-Ternoise,France,50.38113,2.33407,238
35.15242,25.82286,Agios Nikolaos,Greece,35.19106,25.71524,14
45.88196,1.31292,Rilhac-Rancon,France,45.89813,1.3179,13
47.37376,13.10314,Muehlbach am Hochkoenig,Austria,47.37746,13.12926,35
49.85286,18.24212,Ludgerovice,Czech Republic,49.89042,18.24008,68
41.25718,25.53708,Fillyra,Greece,41.11667,25.63333,11
41.36446,15.4193,Castelluccio dei Sauri,Italy,41.3046,15.47561,408
47.80859,3.49311,Charbuy,France,47.82282,3.46617,12
53.0596,10.89689,Zernien,Germany,53.06845,10.88325,75
45.7268,4.62792,Vaugneray,France,45.73791,4.65645,12
49.66504,0.9684,Limesy,France,49.61271,0.92483,147
44.83956,17.35254,Jezero,Bosnia and Herzegovina,44.86456,17.39427,13
51.1715,11.86165,Schoenburg,Germany,51.16667,11.86667,311
51.74171,14.71265,Forst,Germany,51.73544,14.63971,21
47.28858,17.43632,Papa,Hungary,47.33004,17.4674,56
48.26743,16.02895,Wien (Vienna),Austria,48.2064,16.3707,527
43.77747,26.29986,Vetovo,Bulgaria,43.7,26.26667,54
47.68355,21.8454,Nyiradony,Hungary,47.69746,21.91878,15
48.64135,13.28495,Furstenstein,Germany,48.71667,13.33333,20
51.84493,12.965,Jessen,Germany,51.79337,12.95762,13
40.61777,8.62704,Florinas,Italy,40.649,8.66548,27
44.84962,10.42718,Sorbolo,Italy,44.84587,10.44375,1867
48.32238,-4.44529,Lanveoc,France,48.28799,-4.46277,936
