Centroid Latitude,Centroid Longitude,Name,Country Name,Closest Location Latitude,Closest Location Longitude,Number of Bombing At Location
40.2434,16.26106,Sant'Arcangelo,Italy,40.24852,16.27046,23
52.27406,8.63265,Huellhorst,Germany,52.28333,8.66667,249
46.62039,13.69097,Gailitz,Austria,46.56083,13.70444,48
45.86531,-0.82809,Bords,France,45.89697,-0.7952,28
50.63826,3.53432,Beclers,Belgium,50.62123,3.5042,14
47.90395,13.03458,Anthering,Austria,47.88333,13.01667,126
49.67854,2.25887,Breteuil,France,49.63357,2.29509,45
50.99984,13.87582,Pillnitz,Germany,51.0073,13.87565,151
47.3238,17.01442,Repcelak,Hungary,47.42105,17.01795,45
50.85298,7.59317,Waldbroel,Germany,50.87576,7.61688,74
43.79176,7.25367,Monaco,Monaco,43.7333,7.4167,15
51.46194,5.60284,Stepekolk,Netherlands,51.455,5.61251,122
53.9243,13.59024,Zuessow,Germany,53.97709,13.54855,350
44.34631,11.55607,Castel San Pietro Terme,Italy,44.39854,11.58546,475
49.26409,8.63885,Sankt Leon-Rot,Germany,49.26593,8.61803,645
37.96404,14.97848,Roccella Valdemone,Italy,37.93289,15.00997,569
50.42849,1.80117,Montreuil,France,50.46374,1.76348,71
46.22636,19.42148,Melykut,Hungary,46.21509,19.38102,11
48.54878,11.06877,Pottmes,Germany,48.58383,11.08762,383
39.61041,16.49365,Corigliano Scalo,Italy,39.62713,16.51368,15
48.70493,2.02358,Paris,France,48.8534,2.3488,72
53.93243,11.83621,Bernitt,Germany,53.90403,11.88669,57
53.8348,9.57383,Lagerdorf,Germany,53.88333,9.58333,14
46.46576,10.42497,Sant'Antonio,Italy,46.4611,10.41738,76
42.24259,13.82981,Bussi sul Tirino,Italy,42.21321,13.82511,11
51.50835,6.67728,Moers,Germany,51.45342,6.6326,1375
45.31096,7.68113,Favria,Italy,45.33099,7.68834,205
49.1547,0.63853,Menneval,France,49.1,0.61667,128
52.64087,13.26804,Berlin,Germany,52.5244,13.4105,1997
47.75481,7.73249,Badenweiler,Germany,47.80223,7.67236,55
50.21126,8.74734,Karben,Germany,50.23019,8.77155,1869
44.65924,22.71301,Dudasu,Romania,44.65253,22.69683,20
39.30422,9.21491,Sinnai,Italy,39.30286,9.20283,45
53.19232,7.53292,Nortmoor,Germany,53.24608,7.57178,36
47.84081,-0.23438,Vion,France,47.81909,-0.23925,15
48.35266,12.3603,Wurmsham,Germany,48.35,12.33333,32
47.18235,11.3655,Telfes im Stubai,Austria,47.16667,11.36667,166
52.43093,9.68074,Langenhagen,Germany,52.44758,9.73741,581
48.03639,20.76069,Miskolc,Hungary,48.10306,20.77806,31
45.81897,12.80922,Cinto Caomaggiore,Italy,45.82758,12.78126,285
52.12812,5.53376,Terschuur,Netherlands,52.165,5.51667,83
50.4797,6.70249,Blankenheim,Germany,50.43333,6.65,60
41.60245,12.84094,Cisterna di Latina,Italy,41.5908,12.82808,483
44.38457,12.08868,Godo,Italy,44.39173,12.07495,126
50.96497,4.8183,Gelrode,Belgium,50.96632,4.80412,37
49.81016,18.19306,Vresina,Czech Republic,49.82418,18.12569,65
50.15674,7.10234,Faid,Germany,50.14454,7.11951,83
44.94937,9.30137,Volpara,Italy,44.95379,9.2975,417
45.95923,9.51927,Valtorta,Italy,45.97685,9.53478,59
47.63192,18.46621,Tardos,Hungary,47.66192,18.44416,22
44.94378,-0.48348,Saint-Vincent-de-Paul,France,44.95421,-0.46887,119
54.2894,18.50182,Lublewo Gdanskie,Poland,54.28457,18.50389,53
46.21907,-0.33757,Prahecq,France,46.25915,-0.34556,37
54.2519,10.03061,Flintbek,Germany,54.25,10.06667,943
37.7717,22.83873,Ayios Vasilios,Greece,37.79763,22.79727,13
50.4975,9.79727,Dipperz,Germany,50.54333,9.79586,205
43.12857,12.28111,Corciano,Italy,43.12821,12.28684,110
49.58053,13.52743,Blovice,Czech Republic,49.5822,13.54009,171
39.75759,22.52805,Sykourio,Greece,39.75947,22.58,11
51.17505,3.22739,Sint-Michiels,Belgium,51.18806,3.21142,80
47.57393,15.49385,Veitsch,Austria,47.57815,15.4945,155
46.69001,14.10317,Feldkirchen in Kaernten,Austria,46.72368,14.0958,11
49.71946,2.74797,Roye,France,49.70038,2.78959,14
47.91604,-1.89357,Guignen,France,47.92092,-1.86298,146
48.07411,13.97866,Steinerkirchen an der Traun,Austria,48.07911,13.95796,18
35.4155,23.74707,Kissamos,Greece,35.49459,23.65375,50
50.76045,12.00178,Weida,Germany,50.77449,12.06028,18
51.26273,8.84231,Korbach,Germany,51.27561,8.873,46
53.21,6.47182,Aduard,Netherlands,53.25667,6.45972,25
47.04676,17.75421,Herend,Hungary,47.13333,17.75,33
49.50548,-1.5524,Sottevast,France,49.52374,-1.59169,484
40.99348,25.68073,Sapes,Greece,41.02861,25.69306,11
46.48446,11.438,Cornedo All'Isarco,Italy,46.4899,11.40647,206
43.8142,18.44641,Sarajevo,Bosnia and Herzegovina,43.8486,18.3564,17
50.98687,10.96507,Elxleben,Germany,51.05,10.95,156
53.50651,8.48134,Nordenham,Germany,53.4861,8.48093,176
52.71283,4.87687,De Noord,Netherlands,52.7075,4.85139,238
51.91111,7.62714,Muenster,Germany,51.96236,7.62571,38
51.79853,4.37496,Nieuw-Beijerland,Netherlands,51.8125,4.34306,421
46.08713,21.46499,Frumuseni,Romania,46.10252,21.46167,133
45.09865,13.96664,Barban,Croatia,45.06444,14.01361,67
43.67288,16.09874,Primorski Dolac,Croatia,43.64113,16.16467,38
50.10573,3.23043,Masnieres,France,50.11489,3.20889,25
43.42054,-0.23661,Morlaas,France,43.34452,-0.26266,12
49.89272,19.21683,Kety,Poland,49.88214,19.22333,35
45.63871,27.26055,Milcovul,Romania,45.65,27.25,12
37.05428,14.87495,Palazzolo Acreide,Italy,37.06261,14.90593,387
51.17094,12.08131,Hohenmoelsen,Germany,51.15769,12.1,261
47.64753,16.0758,Warth,Austria,47.65,16.11667,50
47.68329,10.38296,Durach,Germany,47.6944,10.34449,66
40.27089,15.28397,Cannalonga,Italy,40.24461,15.29325,195
44.16439,10.37707,Villa Collemandina,Italy,44.15855,10.3976,118
47.07168,-0.25262,Bouille-Loretz,France,47.07911,-0.27178,14
52.56494,7.65341,Fuerstenau,Germany,52.51667,7.6767,72
47.34991,14.9502,Sankt Stefan ob Leoben,Austria,47.31672,14.97831,50
48.37608,11.97552,Fraunberg,Germany,48.36667,12.0,72
52.0528,11.12328,Ausleben,Germany,52.09049,11.11192,71
47.45028,-2.29265,Herbignac,France,47.44909,-2.31722,105
46.05602,13.2965,Pradamano,Italy,46.03391,13.30223,106
42.00626,12.29175,Vatican City,Holy See,41.9024,12.4533,300
50.40023,6.01138,Bellevaux-Ligneuville,Belgium,50.38948,6.01093,29
39.16464,16.29607,Marzi,Italy,39.17063,16.30705,222
51.44646,9.87586,Friedland,Germany,51.41917,9.91762,12
49.36504,23.50433,Drohobych,Ukraine,49.351,23.5174,18
46.01294,14.60282,Ljubljana,Slovenia,46.0511,14.5051,13
53.36278,11.73722,Spornitz,Germany,53.40749,11.71864,22
49.5618,8.20532,Heidesheim,Germany,49.58247,8.19537,185
53.36155,10.84892,Boizenburg,Germany,53.38153,10.72375,79
50.11921,15.19718,Libice nad Cidlinou,Czech Republic,50.12677,15.1782,27
49.70884,9.24088,Grossheubach,Germany,49.72834,9.2228,100
49.11656,9.18497,Flein,Germany,49.10306,9.21083,59
47.02193,20.30088,Rakocziujfalu,Hungary,47.06667,20.26667,40
47.74224,-1.2798,Soudan,France,47.73805,-1.30589,26
51.04496,3.91329,Kalken,Belgium,51.03836,3.9186,37
41.59716,14.63697,Ripalimosani,Italy,41.61064,14.66306,51
48.03558,17.30238,Bratislava,Slovakia,48.1482,17.1067,58
48.15681,8.3001,Sankt Georgen im Schwarzwald,Germany,48.12716,8.33513,13
48.59025,0.28373,Sees,France,48.60403,0.17244,41
47.85918,2.08418,Darvoy,France,47.85839,2.10033,49
45.64232,19.34094,Ruski Krstur,Serbia,45.56392,19.42002,12
45.45657,27.96099,Smardan,Romania,45.48333,27.93333,12
46.12559,12.24049,Castion,Italy,46.12147,12.23507,30
50.51227,3.13313,Pont-a-Marcq,France,50.52213,3.11441,130
54.76461,9.80304,Steinberg,Germany,54.76667,9.78333,27
48.67184,13.44502,Hutthurm,Germany,48.67276,13.47146,18
51.15895,7.04447,Solingen,Germany,51.17343,7.0845,980
49.08761,1.70559,Follainville-Dennemont,France,49.02194,1.71331,32
49.74102,10.69662,Wachenroth,Germany,49.75185,10.71335,93
53.83762,14.82224,Przybiernow,Poland,53.7578,14.78529,24
46.86691,15.66881,Glojach,Austria,46.86667,15.66667,13
45.57073,-0.26632,Segonzac,France,45.61807,-0.21986,54
43.66107,16.62633,Brnaze,Croatia,43.68,16.64972,39
43.24202,6.02074,Belgentier,France,43.24535,5.99933,39
63.18392,10.36579,Lundamo,Norway,63.15216,10.28555,20
53.12699,12.92413,Rheinsberg,Germany,53.09972,12.89885,68
47.66328,0.86046,Chateau-Renault,France,47.59188,0.91143,30
45.68225,5.00578,Saint-Bonnet-de-Mure,France,45.69042,5.02912,11
48.13438,14.58042,Haag,Austria,48.11362,14.56753,69
36.23419,28.01671,Archangelos,Greece,36.21492,28.11487,31
52.32611,12.27412,Ziesar,Germany,52.26616,12.28997,48
43.28585,20.46684,Raska,Serbia,43.28722,20.61528,25
40.99167,16.75698,Sannicandro di Bari,Italy,41.00047,16.79714,127
41.45822,13.87946,San Bartolomeo,Italy,41.48265,13.85747,876
44.5895,6.10349,Gap,France,44.55858,6.07868,464
44.5411,8.00593,Somano,Italy,44.53534,8.00784,58
48.49963,-3.9919,Lampaul-Guimiliau,France,48.49282,-4.04132,22
43.70423,19.30537,Visegrad,Bosnia and Herzegovina,43.7826,19.29256,24
49.29074,6.84649,Roechling-Hoehe,Germany,49.27102,6.83457,150
45.75794,8.27511,Quarona,Italy,45.76044,8.26749,87
60.24072,11.25166,Raholt,Norway,60.27513,11.17901,11
53.5466,7.88448,Jever,Germany,53.57368,7.89806,760
48.43517,10.10959,Nersingen,Germany,48.42829,10.12356,31
51.01418,11.59276,Lehesten,Germany,50.98333,11.58333,71
39.89838,25.2155,Myrina,Greece,39.87483,25.06359,114
50.77118,7.93426,Herdorf,Germany,50.77704,7.95366,39
51.05565,9.39867,Homberg,Germany,51.02994,9.40261,275
51.33422,13.22525,Strehla,Germany,51.35248,13.2266,47
47.88538,1.4194,Ouzouer-le-Marche,France,47.91055,1.52607,19
52.00137,8.88091,Lemgo,Germany,52.02786,8.89901,14
49.78625,9.7362,Uettingen,Germany,49.79472,9.73056,26
45.85134,11.6257,Valstagna,Italy,45.85108,11.66642,75
53.54668,9.96122,St. Pauli,Germany,53.557,9.964,1123
51.40672,4.76105,Hoogstraten,Belgium,51.40029,4.76034,63
48.21173,15.99251,Wien (Vienna),Austria,48.2064,16.3707,407
39.1584,16.88081,Santa Severina,Italy,39.1477,16.91112,114
53.67906,13.01093,Wackerow,Germany,53.67683,12.98164,122
47.16588,16.43937,Eberau,Austria,47.10764,16.46044,46
52.21062,6.68353,Hengevelde,Netherlands,52.19917,6.63611,55
40.7685,19.85524,Poshnje,Albania,40.78028,19.84417,26
50.65085,7.27736,Bad Honnef,Germany,50.64336,7.2278,325
37.66726,14.29882,Calascibetta,Italy,37.59024,14.2718,84
51.34329,7.6596,Altena,Germany,51.29472,7.67337,120
47.36536,13.21406,Sankt Johann im Pongau,Austria,47.35,13.2,13
45.22758,14.49634,Omisalj,Croatia,45.21134,14.55495,60
35.16247,25.12944,Profitis Ilias,Greece,35.20555,25.09985,59
53.76714,11.27059,Muehlen Eichsen,Germany,53.75775,11.25006,42
49.08407,8.03158,Bad Bergzabern,Germany,49.10245,8.00092,194
50.22024,7.64384,Kamp-Bornhofen,Germany,50.22282,7.62364,517
50.73317,8.54845,Gladenbach,Germany,50.76847,8.58085,288
51.51576,7.23845,Herne,Germany,51.5388,7.22572,2056
43.55964,10.54242,Lorenzana,Italy,43.53533,10.53477,230
37.50314,13.6599,Casteltermini,Italy,37.53874,13.64601,28
45.01786,11.20133,Magnacavallo,Italy,45.00646,11.18326,607
47.82335,11.43487,Eurasburg,Germany,47.85389,11.40587,1061
51.69154,15.19708,Zary,Poland,51.64205,15.13727,66
47.69601,-3.2418,Merlevenez,France,47.73673,-3.23358,287
50.79557,1.86618,Hardinghen,France,50.80414,1.82122,430
49.33756,10.93137,Rohr,Germany,49.34112,10.88981,169
48.95421,11.77027,Essing,Germany,48.93467,11.78972,12
52.47484,13.66535,Berlin,Germany,52.5244,13.4105,60
44.38798,-1.01041,Parentis-en-Born,France,44.35163,-1.07213,24
44.42511,9.3398,Borzonasca,Italy,44.42002,9.38851,220
52.23674,8.14962,Bissendorf,Germany,52.23333,8.16667,287
44.83239,26.1593,Buda,Romania,44.82443,26.18522,410
54.1025,12.44968,Tessin,Germany,54.02764,12.46519,130
49.20463,16.60385,Brno,Czech Republic,49.19522,16.60796,37
43.8387,12.65838,San Marino,San Marino,43.9333,12.4500,154
46.73227,13.16735,Greifenburg,Austria,46.75027,13.17982,66
48.1046,13.49511,Frankenburg,Austria,48.06844,13.49065,11
52.56108,20.46247,Zaluski,Poland,52.51152,20.52864,12
47.43289,-0.67392,Saint-Martin-du-Fouilloux,France,47.43114,-0.70473,34
45.10076,6.91847,Exilles,Italy,45.09754,6.9292,30
50.35067,3.80524,Blaugies,Belgium,50.37218,3.80582,44
43.86873,11.31485,Caldine,Italy,43.82834,11.30442,156
42.762,13.59046,Villa Lempa,Italy,42.79345,13.64433,42
52.77273,11.7599,Osterburg,Germany,52.78721,11.75297,18
42.94143,10.88552,Gavorrano,Italy,42.92526,10.90681,152
52.77033,8.93021,Engeln,Germany,52.79363,8.91815,11
50.16538,2.27138,Doullens,France,50.15724,2.34019,66
48.50914,12.71679,Malgersdorf,Germany,48.53333,12.75,92
48.34988,2.83618,Ecuelles,France,48.35636,2.82335,21
48.57527,8.14666,Seebach,Germany,48.57621,8.17048,126
40.9954,14.93273,Lapio,Italy,40.98293,14.9465,325
49.06021,4.00497,Ay,France,49.05457,4.00343,45
47.35532,11.91701,Alpbach,Austria,47.39878,11.94373,25
46.37639,15.58528,Slovenska Bistrica,Slovenia,46.39278,15.57444,101
47.61674,17.9533,Babolna,Hungary,47.64361,17.97798,28
46.65977,-1.61761,Saint-Georges-de-Pointindoux,France,46.64458,-1.62271,361
43.79226,1.43871,Villeneuve-les-Bouloc,France,43.76904,1.42561,12
49.22751,1.21326,Saint-Pierre-du-Vauvray,France,49.23208,1.22125,48
42.732,11.55488,Semproniano,Italy,42.72923,11.54134,98
52.82891,14.16825,Cedynia,Poland,52.87931,14.20249,13
53.32786,13.56626,Woldegk,Germany,53.46058,13.58356,36
48.46233,-2.07607,Quevert,France,48.46391,-2.08663,97
44.10561,15.93392,Ervenik,Croatia,44.10924,15.94139,11
53.2221,6.84697,Schildwolde,Netherlands,53.23327,6.81566,122
51.96636,9.78869,Delligsen,Germany,51.9412,9.80272,102
43.42417,12.97591,Genga,Italy,43.43032,12.93549,51
51.10563,3.59631,Lovendegem,Belgium,51.10168,3.61298,252
49.9846,1.72441,Oisemont,France,49.95587,1.76703,146
50.57524,2.28873,Therouanne,France,50.63695,2.25838,168
44.86281,11.68876,Pontegradella,Italy,44.83813,11.6628,123
51.5367,10.83694,Nordhausen,Germany,51.5018,10.7957,22
48.61952,-3.43913,Le Vieux-Marche,France,48.6,-3.45,36
46.81011,15.2783,Freidorf an der Lassnitz,Austria,46.81667,15.25,19
40.41622,19.67621,Vllahine,Albania,40.45694,19.64361,41
42.09131,8.8087,Sarrola,France,42.02828,8.84241,11
53.25432,10.36248,Reppenstedt,Germany,53.25,10.35,23
42.48143,24.80263,Hisarya,Bulgaria,42.5,24.7,15
44.56557,8.76211,Campo Ligure,Italy,44.53658,8.69896,311
48.79861,8.66091,Schomberg,Germany,48.78713,8.64495,31
51.47518,6.1002,Melderslo,Netherlands,51.46167,6.08611,82
47.4579,18.92685,Budapest,Hungary,47.4980,19.0399,300
48.62219,-0.32739,La Ferte-Mace,France,48.58999,-0.358,195
48.06197,0.24623,Sarge-les-le-Mans,France,48.03466,0.23981,19
49.08744,0.03443,Cambremer,France,49.15192,0.0476,131
52.89449,9.37435,Kirchlinteln,Germany,52.94236,9.31811,52
49.68233,7.23987,Kirschweiler,Germany,49.75,7.25,28
48.25409,7.26413,Liepvre,France,48.27166,7.28229,16
42.94737,22.0374,Vlasotince,Serbia,42.96697,22.13402,11
45.97318,16.7889,Predavac,Croatia,45.93583,16.78333,22
42.75046,23.30425,Sofia,Bulgaria,42.6975,23.3242,76
49.16304,2.30797,Paris,France,48.8534,2.3488,89
52.15982,7.17171,Metelen,Germany,52.14434,7.2127,160
44.80285,10.61267,Cadelbosco di Sotto,Italy,44.80141,10.61578,1539
46.03037,10.09279,Vilminore di Scalve,Italy,45.99819,10.09376,20
42.79542,10.2978,Portoferraio,Italy,42.81233,10.31297,25
47.1763,2.21145,Mehun-sur-Yevre,France,47.13782,2.21105,15
39.81033,15.97758,Orsomarso,Italy,39.7991,15.90748,54
51.70085,13.77651,Crinitz,Germany,51.73333,13.76667,165
38.11703,15.60158,Reggio Calabria,Italy,38.11047,15.66129,485
50.67039,5.13899,Lens-Saint-Remy,Belgium,50.65077,5.1319,40
50.81405,4.15668,Bruxelles-Brussel,Belgium,50.8467,4.3499,67
47.12741,18.22773,Osi,Hungary,47.14722,18.18833,27
47.50702,17.4765,Tet,Hungary,47.51922,17.50802,107
45.64482,12.28464,Casier,Italy,45.64229,12.29328,286
42.28095,12.76637,Salisano,Italy,42.25947,12.74774,142
50.8019,6.2273,Stolberg,Germany,50.77368,6.22595,292
50.72386,13.14072,Boernichen,Germany,50.7501,13.14075,195
49.17089,-1.07181,La Meauffe,France,49.17643,-1.11119,472
46.73932,14.84351,Sankt Andrae,Austria,46.76829,14.81991,34
53.35963,15.33029,Marianowo,Poland,53.38287,15.26645,56
49.80208,6.68803,Kenn,Germany,49.8,6.71667,77
43.47935,21.79957,Aleksinac,Serbia,43.54167,21.70778,55
52.15388,4.61953,Amsterdam,Netherlands,52.3740,4.8897,78
50.7557,10.34891,Breitungen,Germany,50.76355,10.32724,65
50.04071,10.23937,Schweinfurt,Germany,50.04937,10.22175,31
46.69886,11.97776,San Vigilio,Italy,46.69884,11.93104,15
41.26761,20.20965,Tiranë (Tirana),Albania,41.3275,19.8189,28
49.01109,13.16244,Regen,Germany,48.9719,13.12824,14
40.59934,17.34189,Montemesola,Italy,40.5676,17.33665,120
47.1571,15.48288,Niederschoeckl,Austria,47.15,15.5,105
49.67391,8.7916,Lindenfels,Germany,49.68369,8.78151,133
48.83786,9.71817,Alfdorf,Germany,48.84385,9.71857,28
45.97237,10.96407,Drena,Italy,45.96926,10.9454,373
51.81749,5.85019,Brakkenstein,Netherlands,51.81324,5.86539,53
42.01063,13.23468,Cappadocia,Italy,42.00755,13.27806,226
45.99853,13.66919,Solkan,Slovenia,45.97139,13.64944,49
51.37989,12.44514,Taucha,Germany,51.38333,12.48333,288
52.40937,10.19537,Dollbergen,Germany,52.40671,10.18098,29
49.65751,7.71938,Meisenheim,Germany,49.70721,7.66765,91
48.51264,-2.88061,Tremuson,France,48.52399,-2.84962,24
49.64226,0.86644,Yerville,France,49.6672,0.89594,41
45.08636,8.2403,Castelletto Merli,Italy,45.07395,8.24013,168
48.73889,0.88152,Verneuil-sur-Avre,France,48.73949,0.92731,14
45.0657,18.08074,Klakar,Croatia,45.09861,18.13222,45
45.18799,19.689,Beocin,Serbia,45.20829,19.72063,39
41.61852,15.72989,San Giovanni Rotondo,Italy,41.70643,15.7277,367
48.17625,11.16889,Landsberied,Germany,48.16667,11.16667,160
51.12787,13.49058,Meissen,Germany,51.16158,13.4737,20
48.38545,5.10002,Joinville,France,48.44363,5.14144,24
49.58406,0.40395,Beuzeville-la-Grenier,France,49.59157,0.42684,33
52.3091,16.8117,Komorniki,Poland,52.3387,16.81063,43
44.72617,20.59483,Beograd (Belgrade),Serbia,44.8176,20.4633,64
50.605,17.96274,Opole,Poland,50.67211,17.92533,18
54.84021,9.38478,Krusa,Denmark,54.85097,9.40129,102
45.15103,25.94624,Varbilau,Romania,45.18333,25.95,18
51.63651,9.29503,Beverungen,Germany,51.66801,9.37417,82
46.20632,-1.21427,Nieul-sur-Mer,France,46.20378,-1.1678,73
43.88093,10.87165,Stazione Masotti,Italy,43.90984,10.85386,60
44.43527,11.04513,Castelletto,Italy,44.44015,11.06478,623
48.24519,16.85271,Bratislava,Slovakia,48.1482,17.1067,42
47.07971,14.45322,Perchau am Sattel,Austria,47.1,14.45,46
50.18228,14.35575,Praha (Prague),Czechia,50.0880,14.4208,77
51.75835,5.36899,Kerkdriel,Netherlands,51.77167,5.33472,28
51.03279,7.29592,Kurten,Germany,51.05,7.26667,17
47.90421,9.15306,Wald,Germany,47.93333,9.16667,69
39.15425,8.60208,Perdaxius,Italy,39.16028,8.61083,16
47.59719,14.30615,Selzthal,Austria,47.54988,14.31201,20
45.8674,7.15769,Saint-Rhemy,Italy,45.83553,7.18393,13
48.15251,7.89995,Sexau,Germany,48.10209,7.90757,99
51.0407,5.09769,Deurne,Belgium,51.03907,5.09654,17
47.54488,21.9078,Vamospercs,Hungary,47.53333,21.9,15
53.8014,9.0899,Cadenberge,Germany,53.76926,9.06269,231
54.29012,10.96884,Goehl,Germany,54.2835,10.94036,19
53.09028,8.58138,Delmenhorst,Germany,53.0511,8.63091,1380
49.41866,3.65275,Bruyeres-et-Montberault,France,49.52535,3.66369,18
53.12919,8.05218,Edewecht,Germany,53.12699,7.98406,23
50.77094,5.84788,Sint-Pieters-Voeren,Belgium,50.73863,5.82224,19
47.41661,-1.67335,Heric,France,47.41299,-1.65234,126
48.08786,-0.78992,Change,France,48.09924,-0.78966,39
46.49501,17.02876,Nagykanizsa,Hungary,46.45347,16.99104,22
52.42491,12.88117,Ketzin,Germany,52.47809,12.8453,24
50.16618,12.54581,Habartov,Czech Republic,50.18297,12.55054,35
51.49341,3.82185,Wolphaartsdijk,Netherlands,51.53167,3.81944,252
48.69414,4.60679,Frignicourt,France,48.69966,4.59153,11
53.33251,14.54702,Przeclaw,Poland,53.37447,14.47251,157
49.58981,3.1962,Ognes,France,49.61244,3.1934,18
48.71187,2.47479,Paris,France,48.8534,2.3488,49
54.71887,8.6981,Emmelsbull-Horsbull,Germany,54.81667,8.7,142
46.32537,12.92065,Preone,Italy,46.39411,12.86645,66
53.39778,9.51497,Harsefeld,Germany,53.45399,9.50297,49
43.47964,6.57966,Le Muy,France,43.4728,6.56637,20
48.67555,9.29573,Neuhausen auf den Fildern,Germany,48.68333,9.28333,208
48.16702,18.20928,Surany,Slovakia,48.08613,18.18447,23
43.98637,25.70857,Toporu,Romania,44.01056,25.65278,48
37.84258,12.63447,Ciavolo,Italy,37.77943,12.53774,667
48.56774,15.7533,Maissau,Austria,48.573,15.83005,13
45.42215,9.79072,Casaletto di Sopra,Italy,45.41918,9.78256,141
45.61773,9.13835,Bovisio-Masciago,Italy,45.61019,9.15301,157
50.31329,2.72383,Maroeuil,France,50.32519,2.70504,72
48.18007,-1.36124,Livre-sur-Changeon,France,48.21919,-1.34409,69
40.73103,8.58585,Monte Rosello,Italy,40.73542,8.56771,27
51.64106,14.21318,Drebkau,Germany,51.65412,14.22316,12
52.12511,11.68982,Biederitz,Germany,52.15,11.71667,404
44.75967,17.08244,Hiseti,Bosnia and Herzegovina,44.76111,17.17944,12
54.28996,9.47364,Hohn,Germany,54.3,9.5,99
52.25437,10.64739,Cremlingen,Germany,52.24794,10.65506,663
42.64388,12.29895,Guardea,Italy,42.6237,12.29928,352
50.81972,3.30159,Harelbeke,Belgium,50.85343,3.30935,27
