Centroid Latitude,Centroid Longitude,Name,Country Name,Closest Location Latitude,Closest Location Longitude,Number of Bombing At Location
52.37667,6.07172,Heerde,Netherlands,52.38723,6.04016,22
47.1067,15.95962,Hainersdorf,Austria,47.11506,15.94374,21
48.43445,-4.49635,Bohars,France,48.42917,-4.51424,936
43.96767,7.84266,Carpasio,Italy,43.96024,7.86631,15
50.00476,8.17225,Budenheim,Germany,50.01667,8.16667,303
40.8,15.6787,Filiano,Italy,40.81042,15.70984,153
38.6864,16.42649,Argusto,Italy,38.68051,16.43627,135
49.86114,15.65502,Sec,Czech Republic,49.84694,15.65643,31
46.01169,20.08659,Novi Knezevac,Serbia,46.05,20.1,13
44.49289,7.24484,San Damiano Macra,Italy,44.48848,7.25606,12
52.27151,9.17679,Nienstadt,Germany,52.29242,9.1644,49
51.95247,13.2714,Luckenwalde,Germany,52.09029,13.16772,19
48.04257,12.27034,Eiselfing,Germany,48.04114,12.24272,15
53.5276,7.36193,Rechtsupweg,Germany,53.53333,7.33333,622
44.26839,9.85796,Calice al Cornoviglio,Italy,44.24326,9.83671,277
45.73896,25.6009,Colonia Bod,Romania,45.75588,25.5996,43
43.4651,11.78689,Battifolle-Ruscello-Poggiola,Italy,43.45,11.8,115
48.79174,-1.40461,La Haye-Pesnel,France,48.79561,-1.39655,145
48.35815,14.22815,Altlichtenberg,Austria,48.36001,14.25845,479
51.19101,8.22864,Schmallenberg,Germany,51.15473,8.28505,144
51.73411,8.49929,Delbrueck,Germany,51.76503,8.56223,69
59.10168,9.71944,Porsgrunn,Norway,59.14054,9.6561,18
52.92176,7.15888,Sellingen,Netherlands,52.94583,7.15139,39
46.57964,11.00289,Santa Valburga,Italy,46.55,11.0,64
45.48762,11.10197,Mezzane di Sotto,Italy,45.48199,11.12729,266
50.6881,9.02588,Homberg,Germany,50.73108,8.99644,38
49.42503,10.10785,Creglingen,Germany,49.46937,10.03119,51
51.92182,6.30384,Etten,Netherlands,51.91667,6.33611,118
53.23249,6.04588,Twijzelerheide,Netherlands,53.24015,6.04591,93
41.0139,20.01735,Gjergjan,Albania,41.04306,20.02972,17
45.0014,12.18515,Papozze,Italy,44.98333,12.16667,25
48.47845,11.52405,Ilmmunster,Germany,48.48333,11.5,89
51.6738,12.04892,Weissandt-Goelzau,Germany,51.6707,12.07338,89
46.61182,14.45279,Grafenstein,Austria,46.61393,14.46719,324
42.11267,14.34048,Selva,Italy,42.11442,14.34425,158
48.16263,15.52852,Ober-Grafendorf,Austria,48.1504,15.54531,30
49.20251,6.27465,Vigy,France,49.20443,6.29906,13
50.23351,5.60429,La Roche-en-Ardenne,Belgium,50.18361,5.57547,12
38.01307,23.79936,Athínai (Athens),Greece,37.9534,23.7490,159
50.96255,2.59302,Hondschoote,France,50.978,2.58372,375
41.32117,19.59359,Tiranë (Tirana),Albania,41.3275,19.8189,28
51.17928,6.34814,Wegberg,Germany,51.14221,6.28436,295
49.00569,10.17857,Ellenberg,Germany,49.01667,10.21667,37
